"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","typ","kreis","standort","oeffnungsz","gebuehren","kommentar","geometry"
"","Max-Frisch-Platz 21 (eing.)","","","Behinderten-WC und Multifunktions-WC in der neuen Quartierverbindung Oerlikon","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","21","1_Zugang mit Eurokey oder über Gebühr Fr. 1.--_","Behinderten-WC;NULL","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Max-Frisch-Platz (rollstuhlgängig mit Eurokey","","8630","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8050","wcr4920","","1","Max-Frisch-Platz","Toilette, Toiletten","+41 44 412 43 66","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Max-Frisch-Platz 21 (eing.)","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Max-Frisch-Platz 21","","11","Max-Frisch-Platz","24h","Behinderten-WC mit Eurokey oder Fr. 1.--. Multifunktions-WC gebührenfrei","Multifunktions- und Behinderten WC. Die Anlage befindet sich in der Bahnhofsunterführung.","POINT (2683340 1251814)"
"","Mythenquai 73 (erst.)","","0","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","73","1_ZüriWC_","Behinderten-WC;NULL","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Mythenquai (rollstuhlgängig mit EuroKey)","","8679","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8002","wcr11783","","1","Mythenquai","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Mythenquai 73 (erst.)","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Mythenquai 73","","2","Mythenquai 73 bei der Wasserschutzpolizei","24h","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC. Das Behinderten-WC ist schwellenfrei zugänglich.","POINT (2682895 1245756)"
"","Manessestrasse 51","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","51","0__",";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Sihlhölzli (rollstuhlgängig mit Eurokey)","","8689","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8003","wcr032","","1","Manessestrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Manessestrasse 51","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Manessestrasse 51","","3","Manessestrasse 51 / Beim Durchgang zum Hertersteg","24h","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC, Wickeltisch.","POINT (2681947 1246807)"
"","Albisstrasse 45","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","45","0__",";Geöffnet 24h, Gebühr Fr. 1.-- oder Eurokey","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Morgental (rollstuhlgängig mit Eurokey)","","8710","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8002","wcr008","","1","Albisstrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Albisstrasse 45","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Albisstrasse 45","","2","Albisstrasse bei 49 / vor der Kirche","24 h","Fr. 1.-- oder Eurokey","Selbstreinigender WC Automat für Damen und Herren. Rollstuhlgängig mit automatischer Türe, Wickeltisch.","POINT (2682511 1244192)"
"","Wehntalerstrasse 111 (erst.)","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzfir","","","111","1__",";Geöffnet 24h. Behinderten-WC Mit Eurokey 24h oder Fr. 1.--","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Guggachareal (rollstuhlgängim mit Eurokey)","","8722","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8057","wcr11867","","1","Wehntalerstrasse","WC, Toilette","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Wehntalerstrasse 111 (erst.)","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Wehntalerstrasse 111","","6","ZüriWC Guggachareal","Rollstuhlgängiges- und familiengerechtes-WC: von 06:00-22:00 - mit Eurokey 24 h offen. Multifunktions-WC: 24 h offen.","Rollstuhlgängiges- und familiengerechtes-WC: CHF 1.-- / 1 Euro (Kreditkartenzahlung möglich) oder Eurokey. Multifunktions-WC: kostenlos.","1 Rollstuhlgängiges- und familiengerechtes-WC Modul mit Wickeltisch und 1 Multifunktions-WC. Die Anlage befindet sich im weissen Gebäude nach den Fussballfeld.","POINT (2682674 1250816)"
"","Regensdorferstrasse 187","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","187","1__",";Geöffnet 24h. Gebührenfrei","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Rütihof (rollstuhlgängig mit EuroKey)","","8799","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8049","wcr7399","","1","Regensdorferstrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Regensdorferstrasse 187","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Regensdorferstrasse 187","","10","Rütihof, Endhaltestelle Heizenholz","06:00-22:00 Uhr, Eurokey 24h","06:00-22:00 Gratis. Nachts 1.- oder Eurokey","Behindertengerechte Toilette","POINT (2678870 1251777)"
"","Mythenquai 309","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzfir","","","309","0__",";Rollstuhlgängiges-WC Fr. 1.--, Eurokey oder Kreditkartenzahlung möglich, Multifunktions-WC kostenlos benutzbar","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Landiwiese (rollstuhlgängig mit Eurokey)","","8866","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8002","wcr13885","","1","Mythenquai","Toilette, Toiletten, Wickeltisch","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Mythenquai 309","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Mythenquai 309","","2","Mythenquai 309 / neben der roten Fussgängerbrücke.","Rollstuhlgängiges- und familiengerechtes-WC: von 06:00-22:00 - mit Eurokey 24 h offen. Multifunktions-WC: 24 h offen.","Rollstuhlgängiges- und familiengerechtes-WC: CHF 1.-- / 1 Euro (Kreditkartenzahlung möglich) oder Eurokey. Multifunktions-WC: kostenlos.","1 Rollstuhlgängiges- und familiengerechtes-WC Modul mit Wickeltisch und 2 Multifunktions-WC.","POINT (2682806 1244952)"
"","Zurlindenstrasse 22","","0","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzfir","","","22","0__",";Geöffnet 24h. Gebührenfrei","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Aegerten (rollstuhlgängig mit Eurokey)","","9054","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8003","wcr13884","","1","Zurlindenstrasse","Toilette, Toiletten, Wickeltisch","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Zurlindenstrasse 22","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Zurlindenstrasse 22","","3","Zurlindenstr 22, Spielplatz beim Schulhaus","Rollstuhlgängiges- und familiengerechtes-WC: von 06:00-22:00 - mit Eurokey 24 h offen. Multifunktions-WC: 24 h offen.","Rollstuhlgängiges- und familiengerechtes-WC: CHF 1.-- / 1 Euro  (Kreditkartenzahlung möglich) oder Eurokey. Multifunktions-WC: kostenlos.","1 Rollstuhlgängiges- und familiengerechtes-WC Modul mit Wickeltisch und  1 Multifunktions-WC","POINT (2681851 1246964)"
"","Molkenstrasse 5","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","5","1__https://zuerst.proinfirmis.ch/pois/detail/26873",";NULL","0","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Helvetiaplatz (rollstuhlgängig mit eurokey)","Behinderten-WC","9090","n.a.","n.a.","n.a.","n.a.","n.a.","closed","closed","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8004","wcr7319","","1","Molkenstrasse","WC, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Molkenstrasse 5","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?tolat=47.3762251862112&tolon=8.52747787030744&toname=Zürich, Molkenstrasse 5","","4","Helvetiaplatz Amtshaus","05:00 -20:00 mit Eurokey 24h","Fr. 1.-, Eurokey Gratis","BF, Behinderten-WC","POINT (2682231 1247836)"
"","Bellerivestrasse 162 (erst.)","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","162","1_ZüriWC. Mit Eurokey oder Fr. 1 zugänglich_","Restaurant_Besuchenden-WC_Behinderten-WC;Die Gartenbeiz der neuen Fischerstube mit ZüriWC","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Blatterwiese Fischerstube (rollstuhlgängig mit Eurokey","","9094","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8008","wcr9922","","1","Bellerivestrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Bellerivestrasse 162 (erst.)","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Bellerivestrasse 162","","8","Blatterwiese Fischerstube","24h","Gebührenfrei, Behinderten-WC Fr. 1 oder Eurokey","2 Multifunktions- 1 Behinderten-WC","POINT (2684053 1245281)"
"","Bahnhofpassage 52u","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","52u","0__",";Anlage mit Personal_Geöffnet 06.30-21.45_Behinderten-WC während Öffnungszeiten ShopVille_Gebühr Fr. 1.--, Dusche Fr. 10.--","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Shopville (rollstuhlgängig mit EuroKey)","","9141","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8001","wcr002","","1","Bahnhofpassage","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Bahnhofpassage 52u","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Bahnhofpassage 52u","","1","Bahnhofpassage 52u / Im Shopville zwischen den Tramhaltestellen Bahnhofquai und Bahnhofstrasse","06.30 - 21.45 Uhr. Behinderten-WC während der Öffnung der Passage.","Fr. 1.-- oder Eurokey","Bediente Anlage. Damen- und Herren WC, Behinderten WC, Dusche, Wickeltisch, Verkauf von Hygieneartikeln. ","POINT (2683265 1247953)"
"","Herzogenmühlestrasse 3","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","3","0__",";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Hirschen - Schwamendingen (rollstuhlgängig mit EuroKey)","","9151","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8051","wcr093","","1","Herzogenmühlestrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Herzogenmühlestrasse 3","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Herzogenmühlestrasse 3","","12","Herzogenmühlestrasse 3, Schwamendingerplatz","24 h","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten-WC, Wickeltisch. Das WC liegt direkt am Schwamendingerplatz.","POINT (2685581 1251070)"
"","Vulkanplatz 33","","0","Das rollstuhlgängige- und familiengerechte-WC Modul ist auch mit einem Wickeltisch ausgestattet.<BR>Gebühren: CHF 1.-- / 1 ¿ (Kreditkartenzahlung möglich) oder Eurokey.","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzfir","","","33","0__",";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Bahnhof Altstetten - Vulkanplatz (rollstuhlgängig mit Eurokey)","mit Wickeltisch","9172","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8048","wcr1312","","1","Vulkanplatz","ZüriWC, WC, WC-Anlagen, Toilette, Toiletten, Wickeltisch","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Vulkanplatz 33","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Vulkanplatz 33","","9","Bahnhof Altstetten - Vulkanplatz","Rollstuhlgängiges- und familiengerechtes-WC: von 06:00-22:00 - mit Eurokey 24 h offen. Multifunktions-WC: 24 h offen.","Rollstuhlgängiges- und familiengerechtes-WC: CHF 1.-- / 1 Euro (Kreditkartenzahlung möglich) oder Eurokey. Multifunktions-WC: kostenlos.","1 Rollstuhlgängiges- und familiengerechtes-WC Modul mit Wickeltisch und  1 Multifunktions-WC","POINT (2679321 1249577)"
"","Gleisbogen 40","Gleisbogen 40","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","40","0__",";Geöffnet 24h. Behinderten-WC ohne Eurokey von 06.00-22.00 Uhr._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Pfingstweid (rollstuhlgängig mit Eurokey)","","9203","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8005","wcr3629","","1","Gleisbogen","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Gleisbogen 40","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Gleisbogen 40","","5","Pfingstweid Park am Rande der Wiese.","Multifunktions-WC 24 h, Behinderten-WC mit Eurokey 24h, mit Gebühr Fr. 1.-- 06.00-22.00 Uhr","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und Behinderten WC am Pfingstweid Park.","POINT (2681083 1249175)"
"","Limmatplatz 3c","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","3c","0__",";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Limmatplatz (rollstuhlgängig mit EuroKey)","","9213","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8005","wcr050","","1","Limmatplatz","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Limmatplatz 3c","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Limmatplatz 3c","","5","Limmatplatz 3c / Auf der Traminsel","24h","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","2 Multifunktions- und ein Behinderten WC, Wickeltisch.","POINT (2682541 1248778)"
"","Nordstrasse 45 (freig.)","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","45","1__","Behinderten-WC;NULL","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Schindlergut","Schindlergut","9220","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8006","wcr12923","","1","Nordstrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Nordstrasse 45 (freig.)","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Nordstrasse 45","","6","Nordstrasse 45","24h","Behinderten- und Familienmodul 1 Franken","1 Multifunktionsmodul und ein Behinderten- und Familienmodul","POINT (2682978 1248954)"
"","Bürkliplatz 12","","2","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","12","1__","Behinderten-WC;Geöffnet 24h. Gebührenfrei._Behinderten-WC nur mit Eurokey. Der Schlüssel kann beim Kiosk verlangt werden.","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Bürklisteg (rollstuhlgängig mit EuroKey)","","9222","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8001","wcr006","","1","Bürkliplatz","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;postcard_MasterCard_Visa","NULL;NULL;","NULL;NULL;","Bürkliplatz 12","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Bürkliplatz 12","","1","Bürkliplatz 12 / Beim Kiosk ZSG-Schiffahrtsgesellschaft","24 h","Gebührenfrei","Damen- und Herren-WC, Pissoir, Behinderten-WC mit Eurokey. Der Schlüssel kann beim Kiosk verlangt werden. Bei schönem Wetter sehr stark frequentierte Anlage.","POINT (2683226 1246714)"
"","Bachwiesenstrasse 40","","0","Link zu pro Infirmis","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzfir","","","40","0__https://zuerst.proinfirmis.ch/pois/detail/25199",";NULL","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Bachwiesen (rollstuhlgängig mit Eurokey)","","9264","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8047","wcr2895","","1","Bachwiesenstrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Bachwiesenstrasse 40","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Bachwiesenstrasse 40","","9","Gemeinschaftszentrum Bachwiesen, Bachwiesenstrasse 40","Rollstuhlgängiges- und familiengerechtes-WC: von 06:00-22:00 - mit Eurokey 24 h offen. Multifunktions-WC: 24 h offen.","Rollstuhlgängiges- und familiengerechtes-WC: CHF 1.-- / 1 Euro (Kreditkartenzahlung möglich) oder Eurokey. Multifunktions-WC: kostenlos. ","1 Rollstuhlgängiges- und familiengerechtes-WC Modul mit Wickeltisch und 1 Multifunktions-WC.","POINT (2679104 1248207)"
"","Wasserwerkstrasse 89","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","89","0__",";Geöffnet 24h. Behinderten-WC ohne Eurokey von 6-22 Uhr (im Winter 20h)_Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Lettenareal (rollstuhlgängig mit EuroKey)","","9309","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8037","wcr102","","1","Wasserwerkstrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Wasserwerkstrasse 89","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Wasserwerkstrasse 89","","10","Wasserwerkstrasse 89 / Im Brückenpfeiler der Kornhausbrücke","24h, Behinderten-WC ohne Eurokey von 06.00-22.00 im Winter bis 20.00 Uhr.","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","Multifunktions- und  Behinderten-WC mit Eurokey, Wickeltisch.","POINT (2682737 1248998)"
"","Zypressenstrasse 36","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","36","0__",";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Fritschiwiese (rollstuhlgängig mit EuroKey)","","9319","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8003","wcr027","","1","Zypressenstrasse","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Zypressenstrasse 36","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Zypressenstrasse 36","","3","Zypressenstrasse 36","24 h","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","2 Multifunktions-WCs und Behinderten WC im ehemaligen Gerätelokal. Wickeltisch vorhanden.","POINT (2681102 1247893)"
"","Mythenquai 19","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzget","","","19","0__",";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Hafen Enge (rollstuhlgängig mit EuroKey)","","9333","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8002","wcr017","","1","Mythenquai","Toilette, Toiletten","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Mythenquai 19","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Mythenquai 19","","2","Mythenquai 19 / Beim Kiosk Hafen Enge","24 h","Behinderten-WC Fr. 1.-- oder Eurokey, Multifunktions-WC gratis","2 Multifunktions- und Behinderten WC, Wickeltisch.","POINT (2682863 1246178)"
"","Klosbachstrasse 19","","","","","Umwelt- und Gesundheitsschutz","202412161145","","Gesundheits- und Umweltdepartement (GUD)","ugzfir","","","19","0__",";Geöffnet 24h._Behinderten-WC (Fr. 1.-- oder Eurokey), Multifunktions-WC (gratis)_Zufahrt Rollstuhl wegen Kiesfläche erschwert._","1","0","WC (rollstuhlgängig)","ugz-zueriwc@zuerich.ch","Artergut (rollstuhlgängig mit Eurokey)","","9335","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","n.a.","Zürich","8032","wcr056","","1","Klosbachstrasse","Toilette, Toiletten, Wickeltisch","+41 44 412 43 65","","https://www.stadt-zuerich.ch/zueriwc","NULL;NULL;","NULL;NULL;","NULL;NULL;","Klosbachstrasse 19","https://www.zvv.ch/de/fahrplan-und-informationen/fahrplan.html?toname=Zürich, Klosbachstrasse 19","","7","Klosbachstr. 19, im Park","Rollstuhlgängiges- und familiengerechtes-WC: von 06:00-22:00 - mit Eurokey 24 h offen. Multifunktions-WC: 24 h offen..","Rollstuhlgängiges- und familiengerechtes-WC: CHF 1.-- / 1 Euro (Kreditkartenzahlung möglich) oder Eurokey. Multifunktions-WC: kostenlos.","1 Rollstuhlgängiges- und familiengerechtes-WC Modul mit Wickeltisch und 1 Multifunktions-WC. Bitte beachten Sie: Die Kiesfläche erschwert die Zufahrt mit dem Rollstuhl.","POINT (2684311 1246714)"
